om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
78,2020,11,29,2020-11-29,08:08:00,9,OK,40,0,2.0,0,0,0,0,44.36194169507347,-87.82327421577821,0,0,1,1,1,1,1,0,0,0,0,0
79,2015,10,18,2015-10-18,15:57:00,3,OK,40,0,1.5,0,0,0,0,36.78939770088835,-84.58607621795348,0,0,1,1,1,1,1,0,0,0,0,0
80,2018,12,20,2018-12-20,22:26:00,9,OK,40,0,2.0,0,0,0,0,32.34723667153497,-88.85865012344317,0,0,1,1,1,1,1,0,0,0,0,0
81,2020,11,14,2020-11-14,19:40:00,9,OK,40,0,1.25,0,0,0,0,30.73404656070265,-85.9280229584134,0,0,1,1,1,1,1,0,0,0,0,0
82,2019,10,19,2019-10-19,14:31:00,3,OK,40,0,3.0,0,0,0,0,43.5826560978257,-82.81836990540496,0,0,1,1,1,1,1,0,0,0,0,0
83,2019,7,28,2019-07-28,02:26:00,3,OK,40,0,2.0,0,0,0,0,33.5177331576738,-94.02886510204459,0,0,1,1,1,1,1,0,0,0,0,0
84,2011,5,26,2011-05-26,03:50:00,9,OK,40,0,2.0,0,0,0,0,36.44906342501212,-93.19666132138944,0,0,1,1,1,1,1,0,0,0,0,0
85,2014,6,28,2014-06-28,01:37:00,9,OK,40,0,0.75,0,0,0,0,35.36833636992138,-99.40852297686985,0,0,1,1,1,1,1,0,0,0,0,0
86,2013,6,25,2013-06-25,10:19:00,3,OK,40,0,0.75,0,0,0,0,35.39866384775807,-88.9147637426916,0,0,1,1,1,1,1,0,0,0,0,0
87,2021,7,26,2021-07-26,04:55:00,9,OK,40,0,2.5,0,0,0,0,41.00939042767121,-80.56938143306908,0,0,1,1,1,1,1,0,0,0,0,0
88,2019,8,2,2019-08-02,00:31:00,3,OK,40,0,1.5,0,0,0,0,43.89769142835547,-85.27794601398267,0,0,1,1,1,1,1,0,0,0,0,0
89,2013,10,17,2013-10-17,18:06:00,9,OK,40,0,0.75,0,0,0,0,38.82516951287714,-80.14828959005413,0,0,1,1,1,1,1,0,0,0,0,0
90,2023,2,5,2023-02-05,06:51:00,9,OK,40,0,2.5,0,0,0,0,44.27134978160262,-90.9129584728536,0,0,1,1,1,1,1,0,0,0,0,0
91,2017,7,20,2017-07-20,23:37:00,9,OK,40,0,1.5,0,0,0,0,31.237559366336573,-85.05052843034667,0,0,1,1,1,1,1,0,0,0,0,0
92,2019,10,2,2019-10-02,12:11:00,9,OK,40,0,2.5,0,0,0,0,37.58693370268274,-96.77583455475659,0,0,1,1,1,1,1,0,0,0,0,0
93,2015,9,16,2015-09-16,15:15:00,3,OK,40,0,0.75,0,0,0,0,39.653618751432646,-91.55987071017796,0,0,1,1,1,1,1,0,0,0,0,0
94,2013,11,13,2013-11-13,23:44:00,3,OK,40,0,0.75,0,0,0,0,40.15459760364467,-87.12772254565095,0,0,1,1,1,1,1,0,0,0,0,0
95,2014,11,23,2014-11-23,16:53:00,3,OK,40,0,3.0,0,0,0,0,40.84940666869498,-90.99375883913976,0,0,1,1,1,1,1,0,0,0,0,0
96,2012,10,6,2012-10-06,18:04:00,9,OK,40,0,1.0,0,0,0,0,33.6635517277808,-99.40555631756145,0,0,1,1,1,1,1,0,0,0,0,0
97,2021,10,27,2021-10-27,13:35:00,3,OK,40,0,1.5,0,0,0,0,42.99730785154401,-93.6631478098608,0,0,1,1,1,1,1,0,0,0,0,0
98,2023,4,6,2023-04-06,01:50:00,3,OK,40,0,2.5,0,0,0,0,30.238994561682315,-86.47864485938801,0,0,1,1,1,1,1,0,0,0,0,0
99,2021,9,26,2021-09-26,22:17:00,3,OK,40,0,2.0,0,0,0,0,32.735107143933206,-92.09612558841692,0,0,1,1,1,1,1,0,0,0,0,0
100,2023,2,3,2023-02-03,03:44:00,9,OK,40,0,0.75,0,0,0,0,35.96813800980263,-91.03190110827344,0,0,1,1,1,1,1,0,0,0,0,0
101,2016,11,12,2016-11-12,06:25:00,9,OK,40,0,1.5,0,0,0,0,38.06396757399348,-82.87641647532388,0,0,1,1,1,1,1,0,0,0,0,0
102,2015,1,9,2015-01-09,07:54:00,3,OK,40,0,2.0,0,0,0,0,33.01983108792958,-94.61218339311017,0,0,1,1,1,1,1,0,0,0,0,0
103,2016,1,18,2016-01-18,20:58:00,9,OK,40,0,0.75,0,0,0,0,43.4330359641731,-87.6813677094346,0,0,1,1,1,1,1,0,0,0,0,0
104,2012,6,16,2012-06-16,16:12:00,9,OK,40,0,1.25,0,0,0,0,35.68139613579904,-83.08458886323228,0,0,1,1,1,1,1,0,0,0,0,0
105,2023,4,7,2023-04-07,02:00:00,3,OK,40,0,2.0,0,0,0,0,29.705734679966643,-83.85698746096084,0,0,1,1,1,1,1,0,0,0,0,0
106,2013,4,14,2013-04-14,10:32:00,3,OK,40,0,3.0,0,0,0,0,41.9238800183666,-95.2255266710897,0,0,1,1,1,1,1,0,0,0,0,0
107,2020,4,4,2020-04-04,19:06:00,3,OK,40,0,0.75,0,0,0,0,44.4127162277634,-98.9782045868474,0,0,1,1,1,1,1,0,0,0,0,0
108,2019,3,25,2019-03-25,02:35:00,9,OK,40,0,0.75,0,0,0,0,33.88757005145936,-94.4634441933295,0,0,1,1,1,1,1,0,0,0,0,0
109,2022,3,19,2022-03-19,00:41:00,9,OK,40,0,2.5,0,0,0,0,37.428940937948695,-96.47193189534785,0,0,1,1,1,1,1,0,0,0,0,0
110,2011,3,3,2011-03-03,06:40:00,9,OK,40,0,2.0,0,0,0,0,37.91220024739178,-99.4457850100372,0,0,1,1,1,1,1,0,0,0,0,0
111,2020,7,3,2020-07-03,13:19:00,9,OK,40,0,1.5,0,0,0,0,41.62755561962348,-93.91276713028486,0,0,1,1,1,1,1,0,0,0,0,0
112,2019,12,10,2019-12-10,06:59:00,3,OK,40,0,1.0,0,0,0,0,30.581250655646784,-89.58377220021941,0,0,1,1,1,1,1,0,0,0,0,0
113,2012,9,26,2012-09-26,15:35:00,3,OK,40,0,2.5,0,0,0,0,42.301319088510766,-86.9936204278042,0,0,1,1,1,1,1,0,0,0,0,0
114,2020,5,30,2020-05-30,05:29:00,3,OK,40,0,0.75,0,0,0,0,40.26736152127243,-92.44209534063963,0,0,1,1,1,1,1,0,0,0,0,0
115,2014,6,30,2014-06-30,13:42:00,3,OK,40,0,1.5,0,0,0,0,28.593641631000708,-95.91434155207277,0,0,1,1,1,1,1,0,0,0,0,0
116,2014,4,26,2014-04-26,09:23:00,3,OK,40,0,1.25,0,0,0,0,37.637557911627965,-88.61387933609694,0,0,1,1,1,1,1,0,0,0,0,0
117,2017,4,22,2017-04-22,23:25:00,3,OK,40,0,2.5,0,0,0,0,28.476574040852356,-84.9526738824718,0,0,1,1,1,1,1,0,0,0,0,0
118,2022,3,23,2022-03-23,19:20:00,3,OK,40,0,2.0,0,0,0,0,36.439479104712674,-86.10096624441864,0,0,1,1,1,1,1,0,0,0,0,0
119,2019,8,1,2019-08-01,22:59:00,3,OK,40,0,1.5,0,0,0,0,38.19002300290247,-82.86030886066203,0,0,1,1,1,1,1,0,0,0,0,0
120,2017,12,18,2017-12-18,13:44:00,9,OK,40,0,3.0,0,0,0,0,38.792954995696064,-94.72265950754604,0,0,1,1,1,1,1,0,0,0,0,0
121,2022,6,11,2022-06-11,21:08:00,3,OK,40,0,1.5,0,0,0,0,43.756937367691094,-89.93980335559839,0,0,1,1,1,1,1,0,0,0,0,0
122,2012,12,4,2012-12-04,13:38:00,3,OK,40,0,1.5,0,0,0,0,33.04996932063332,-90.23125192510935,0,0,1,1,1,1,1,0,0,0,0,0
123,2018,1,20,2018-01-20,02:22:00,9,OK,40,0,1.0,0,0,0,0,42.35761961555443,-93.56834834243023,0,0,1,1,1,1,1,0,0,0,0,0
124,2019,11,16,2019-11-16,09:39:00,9,OK,40,0,1.0,0,0,0,0,35.68776062729705,-86.27158026755886,0,0,1,1,1,1,1,0,0,0,0,0
125,2018,12,28,2018-12-28,01:50:00,3,OK,40,0,2.5,0,0,0,0,39.33797761300363,-97.31531590370469,0,0,1,1,1,1,1,0,0,0,0,0
126,2022,1,23,2022-01-23,13:53:00,3,OK,40,0,2.5,0,0,0,0,41.735038189684765,-83.8970173457113,0,0,1,1,1,1,1,0,0,0,0,0
127,2011,5,17,2011-05-17,20:15:00,9,OK,40,0,1.25,0,0,0,0,40.3086998204498,-99.26761651673405,0,0,1,1,1,1,1,0,0,0,0,0
128,2019,4,14,2019-04-14,00:04:00,9,OK,40,0,3.0,0,0,0,0,41.52351001111194,-92.2364030203453,0,0,1,1,1,1,1,0,0,0,0,0
129,2011,12,26,2011-12-26,14:11:00,3,OK,40,0,0.75,0,0,0,0,38.8131816225224,-87.85359308869435,0,0,1,1,1,1,1,0,0,0,0,0
130,2019,11,2,2019-11-02,04:26:00,9,OK,40,0,1.0,0,0,0,0,41.61327035138378,-91.51271825869611,0,0,1,1,1,1,1,0,0,0,0,0
131,2023,11,15,2023-11-15,07:11:00,9,OK,40,0,2.5,0,0,0,0,43.45322910515184,-86.8861570864184,0,0,1,1,1,1,1,0,0,0,0,0
132,2012,3,20,2012-03-20,16:26:00,3,OK,40,0,1.0,0,0,0,0,43.375120306376886,-99.22398770173704,0,0,1,1,1,1,1,0,0,0,0,0
133,2023,10,6,2023-10-06,09:12:00,3,OK,40,0,1.0,0,0,0,0,33.57409973157096,-82.65678984721097,0,0,1,1,1,1,1,0,0,0,0,0
134,2013,4,13,2013-04-13,12:28:00,3,OK,40,0,1.0,0,0,0,0,44.523538065039325,-98.44685746153468,0,0,1,1,1,1,1,0,0,0,0,0
135,2017,7,26,2017-07-26,17:00:00,9,OK,40,0,2.5,0,0,0,0,28.980338937305095,-94.24507355767638,0,0,1,1,1,1,1,0,0,0,0,0
136,2019,2,8,2019-02-08,04:05:00,3,OK,40,0,3.0,0,0,0,0,38.478845788346845,-94.13262168287984,0,0,1,1,1,1,1,0,0,0,0,0
137,2011,12,14,2011-12-14,16:57:00,9,OK,40,0,2.5,0,0,0,0,36.41881748093265,-99.76372725657069,0,0,1,1,1,1,1,0,0,0,0,0
138,2013,8,28,2013-08-28,16:38:00,3,OK,40,0,1.25,0,0,0,0,31.918093192711723,-98.11952238967143,0,0,1,1,1,1,1,0,0,0,0,0
139,2014,11,16,2014-11-16,16:13:00,3,OK,40,0,1.5,0,0,0,0,37.097516825858136,-82.96232141735854,0,0,1,1,1,1,1,0,0,0,0,0
140,2010,10,31,2010-10-31,03:22:00,3,OK,40,0,2.0,0,0,0,0,29.12122921490152,-84.48370304474362,0,0,1,1,1,1,1,0,0,0,0,0
141,2017,1,11,2017-01-11,08:59:00,9,OK,40,0,3.0,0,0,0,0,37.41314067903466,-85.24013041072405,0,0,1,1,1,1,1,0,0,0,0,0
142,2010,9,6,2010-09-06,22:59:00,3,OK,40,0,2.0,0,0,0,0,42.5259125118554,-86.21407593781129,0,0,1,1,1,1,1,0,0,0,0,0
143,2022,1,26,2022-01-26,02:24:00,9,OK,40,0,1.5,0,0,0,0,30.396531013569316,-98.50939832053842,0,0,1,1,1,1,1,0,0,0,0,0
144,2021,6,13,2021-06-13,00:26:00,9,OK,40,0,0.75,0,0,0,0,33.53098717459482,-94.02685131440266,0,0,1,1,1,1,1,0,0,0,0,0
145,2013,1,15,2013-01-15,06:05:00,9,OK,40,0,1.25,0,0,0,0,38.729095607880595,-99.8685344469878,0,0,1,1,1,1,1,0,0,0,0,0
146,2010,1,20,2010-01-20,21:18:00,9,OK,40,0,1.25,0,0,0,0,34.1081217376812,-98.78957958434451,0,0,1,1,1,1,1,0,0,0,0,0
147,2020,4,13,2020-04-13,22:44:00,9,OK,40,0,1.0,0,0,0,0,35.0550514615106,-99.24224808419724,0,0,1,1,1,1,1,0,0,0,0,0
148,2019,10,20,2019-10-20,17:46:00,3,OK,40,0,1.5,0,0,0,0,33.75366526872035,-96.0213199134583,0,0,1,1,1,1,1,0,0,0,0,0
149,2022,3,12,2022-03-12,04:28:00,9,OK,40,0,1.0,0,0,0,0,36.205388225267335,-98.87432905732656,0,0,1,1,1,1,1,0,0,0,0,0
150,2013,9,28,2013-09-28,04:03:00,9,OK,40,0,2.0,0,0,0,0,34.344331213364185,-99.66232431141988,0,0,1,1,1,1,1,0,0,0,0,0
151,2016,8,6,2016-08-06,02:23:00,9,OK,40,0,2.0,0,0,0,0,30.45222149517988,-95.10170536753324,0,0,1,1,1,1,1,0,0,0,0,0
152,2014,11,16,2014-11-16,11:09:00,9,OK,40,0,1.5,0,0,0,0,31.37981753537746,-84.02292152868934,0,0,1,1,1,1,1,0,0,0,0,0
153,2021,5,26,2021-05-26,10:51:00,3,OK,40,0,3.0,0,0,0,0,29.347192030395465,-98.87377990641946,0,0,1,1,1,1,1,0,0,0,0,0
154,2023,10,1,2023-10-01,02:05:00,9,OK,40,0,2.0,0,0,0,0,35.950170151224704,-80.309015313643,0,0,1,1,1,1,1,0,0,0,0,0
155,2018,2,13,2018-02-13,11:26:00,3,OK,40,0,2.5,0,0,0,0,42.371866886648476,-86.84833527183692,0,0,1,1,1,1,1,0,0,0,0,0
156,2013,5,18,2013-05-18,12:33:00,9,OK,40,0,1.25,0,0,0,0,29.539368417548214,-82.6635823880686,0,0,1,1,1,1,1,0,0,0,0,0
157,2020,6,20,2020-06-20,20:01:00,3,OK,40,0,1.0,0,0,0,0,39.198333457757855,-86.78598084845603,0,0,1,1,1,1,1,0,0,0,0,0
158,2016,11,28,2016-11-28,09:32:00,9,OK,40,0,1.25,0,0,0,0,35.14379372770954,-84.46252520273482,0,0,1,1,1,1,1,0,0,0,0,0
159,2017,6,14,2017-06-14,03:20:00,9,OK,40,0,1.5,0,0,0,0,42.81347736711053,-93.98442290577067,0,0,1,1,1,1,1,0,0,0,0,0
160,2019,7,29,2019-07-29,19:57:00,3,OK,40,0,1.5,0,0,0,0,34.176330279122226,-94.8535060235279,0,0,1,1,1,1,1,0,0,0,0,0
161,2017,9,10,2017-09-10,06:47:00,3,OK,40,0,2.0,0,0,0,0,39.8055376084432,-86.71150044622138,0,0,1,1,1,1,1,0,0,0,0,0
162,2014,9,4,2014-09-04,10:27:00,3,OK,40,0,0.75,0,0,0,0,34.78490785111249,-88.73691293208051,0,0,1,1,1,1,1,0,0,0,0,0
163,2015,10,1,2015-10-01,16:42:00,3,OK,40,0,2.5,0,0,0,0,37.213123496792875,-89.88673484617789,0,0,1,1,1,1,1,0,0,0,0,0
