om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
72,2023,11,17,2023-11-17,11:48:00,3,OK,40,0,4,0,0,0,0,44.31482586349714,-88.19440156542366,0,0,1,1,1,1,1,0,0,0,0,0
73,2013,4,19,2013-04-19,20:02:00,9,OK,40,0,0,0,0,0,0,32.084969440512836,-93.77101208915599,0,0,1,1,1,1,1,0,0,0,0,0
74,2020,9,23,2020-09-23,09:47:00,9,OK,40,0,2,0,0,0,0,40.97338391433148,-95.03446865960599,0,0,1,1,1,1,1,0,0,0,0,0
75,2013,3,13,2013-03-13,14:17:00,3,OK,40,0,1,0,0,0,0,42.793097034621525,-94.44129285582083,0,0,1,1,1,1,1,0,0,0,0,0
76,2014,8,12,2014-08-12,00:20:00,3,OK,40,0,-9,0,0,0,0,37.55512388283022,-93.63194130778825,0,0,1,1,1,1,1,0,0,0,0,0
77,2019,1,13,2019-01-13,12:38:00,3,OK,40,0,2,0,0,0,0,35.755782533346405,-85.42104607713154,0,0,1,1,1,1,1,0,0,0,0,0
78,2017,7,30,2017-07-30,22:00:00,3,OK,40,0,1,0,0,0,0,38.13513559524714,-88.6160805553811,0,0,1,1,1,1,1,0,0,0,0,0
79,2018,2,5,2018-02-05,09:06:00,9,OK,40,0,1,0,0,0,0,35.28976609272583,-84.21928054881333,0,0,1,1,1,1,1,0,0,0,0,0
80,2022,3,28,2022-03-28,18:44:00,3,OK,40,0,4,0,0,0,0,37.43829599949728,-83.39606840329895,0,0,1,1,1,1,1,0,0,0,0,0
81,2011,7,15,2011-07-15,04:22:00,3,OK,40,0,1,0,0,0,0,35.08787718618963,-83.14130281397436,0,0,1,1,1,1,1,0,0,0,0,0
82,2014,5,25,2014-05-25,07:15:00,9,OK,40,0,1,0,0,0,0,34.807985075000275,-91.70711701650225,0,0,1,1,1,1,1,0,0,0,0,0
83,2014,1,12,2014-01-12,03:10:00,9,OK,40,0,3,0,0,0,0,39.82088995837201,-91.57453207367178,0,0,1,1,1,1,1,0,0,0,0,0
84,2020,1,27,2020-01-27,16:34:00,9,OK,40,0,2,0,0,0,0,29.578470622155454,-81.47468239718832,0,0,1,1,1,1,1,0,0,0,0,0
85,2010,9,14,2010-09-14,12:40:00,9,OK,40,0,4,0,0,0,0,30.831215236389955,-86.7647281079118,0,0,1,1,1,1,1,0,0,0,0,0
86,2020,4,20,2020-04-20,05:38:00,3,OK,40,0,1,0,0,0,0,42.47037401915507,-98.39065632041722,0,0,1,1,1,1,1,0,0,0,0,0
87,2015,5,9,2015-05-09,20:54:00,3,OK,40,0,0,0,0,0,0,41.1083148958582,-89.15626091815064,0,0,1,1,1,1,1,0,0,0,0,0
88,2012,3,27,2012-03-27,13:21:00,9,OK,40,0,1,0,0,0,0,32.784713364004695,-92.87985480730185,0,0,1,1,1,1,1,0,0,0,0,0
89,2016,9,1,2016-09-01,16:34:00,9,OK,40,0,4,0,0,0,0,34.413571855317926,-80.25130020567273,0,0,1,1,1,1,1,0,0,0,0,0
90,2014,6,23,2014-06-23,13:53:00,3,OK,40,0,3,0,0,0,0,43.742450612684166,-99.72689187075414,0,0,1,1,1,1,1,0,0,0,0,0
91,2012,8,31,2012-08-31,18:32:00,3,OK,40,0,2,0,0,0,0,41.90731282795564,-87.75638253858884,0,0,1,1,1,1,1,0,0,0,0,0
92,2022,3,23,2022-03-23,19:42:00,3,OK,40,0,2,0,0,0,0,38.44388709965372,-85.52753811202284,0,0,1,1,1,1,1,0,0,0,0,0
93,2015,7,17,2015-07-17,17:44:00,9,OK,40,0,1,0,0,0,0,31.76533303965028,-94.2218645728529,0,0,1,1,1,1,1,0,0,0,0,0
94,2018,2,13,2018-02-13,07:35:00,9,OK,40,0,1,0,0,0,0,28.752283512359583,-80.52716963486935,0,0,1,1,1,1,1,0,0,0,0,0
95,2010,7,21,2010-07-21,17:41:00,9,OK,40,0,0,0,0,0,0,35.33138339631227,-82.80926745956577,0,0,1,1,1,1,1,0,0,0,0,0
96,2016,8,28,2016-08-28,14:57:00,3,OK,40,0,2,0,0,0,0,39.43466136737685,-81.68694318028375,0,0,1,1,1,1,1,0,0,0,0,0
97,2016,8,15,2016-08-15,03:39:00,3,OK,40,0,2,0,0,0,0,42.08416833880348,-99.61535881296903,0,0,1,1,1,1,1,0,0,0,0,0
98,2022,9,26,2022-09-26,10:27:00,3,OK,40,0,2,0,0,0,0,42.49571309761858,-88.60255697370383,0,0,1,1,1,1,1,0,0,0,0,0
99,2023,10,30,2023-10-30,20:59:00,9,OK,40,0,-9,0,0,0,0,28.55719032198718,-94.10699516090907,0,0,1,1,1,1,1,0,0,0,0,0
100,2019,6,18,2019-06-18,10:48:00,9,OK,40,0,2,0,0,0,0,32.15066957522695,-83.01942730128674,0,0,1,1,1,1,1,0,0,0,0,0
101,2021,7,28,2021-07-28,01:10:00,3,OK,40,0,2,0,0,0,0,33.76460800411585,-87.34300686170076,0,0,1,1,1,1,1,0,0,0,0,0
102,2012,7,20,2012-07-20,23:04:00,3,OK,40,0,0,0,0,0,0,31.20844758630956,-89.22245991357781,0,0,1,1,1,1,1,0,0,0,0,0
103,2015,6,11,2015-06-11,20:17:00,9,OK,40,0,4,0,0,0,0,41.65058143218524,-97.70823660648789,0,0,1,1,1,1,1,0,0,0,0,0
104,2017,8,19,2017-08-19,16:03:00,9,OK,40,0,0,0,0,0,0,41.04691797244402,-89.19554390427618,0,0,1,1,1,1,1,0,0,0,0,0
105,2021,10,15,2021-10-15,10:37:00,9,OK,40,0,4,0,0,0,0,36.786161686476504,-87.36191707287146,0,0,1,1,1,1,1,0,0,0,0,0
106,2017,2,23,2017-02-23,18:30:00,3,OK,40,0,3,0,0,0,0,44.709750125929546,-80.88175381379591,0,0,1,1,1,1,1,0,0,0,0,0
107,2021,6,14,2021-06-14,23:23:00,3,OK,40,0,0,0,0,0,0,30.448995198544317,-88.29897979152261,0,0,1,1,1,1,1,0,0,0,0,0
108,2023,8,9,2023-08-09,20:29:00,9,OK,40,0,2,0,0,0,0,43.294078956570374,-80.6519879650869,0,0,1,1,1,1,1,0,0,0,0,0
109,2015,8,22,2015-08-22,16:38:00,3,OK,40,0,2,0,0,0,0,29.979875320752576,-80.76787768786676,0,0,1,1,1,1,1,0,0,0,0,0
110,2010,11,4,2010-11-04,02:59:00,9,OK,40,0,2,0,0,0,0,30.77408899374005,-86.99599328332805,0,0,1,1,1,1,1,0,0,0,0,0
111,2013,2,26,2013-02-26,06:30:00,3,OK,40,0,0,0,0,0,0,39.83572640426052,-89.88184031763822,0,0,1,1,1,1,1,0,0,0,0,0
112,2010,10,3,2010-10-03,09:11:00,3,OK,40,0,1,0,0,0,0,29.862684764708717,-90.67956512347901,0,0,1,1,1,1,1,0,0,0,0,0
113,2013,4,23,2013-04-23,02:02:00,3,OK,40,0,4,0,0,0,0,37.619366622118086,-82.19242877768434,0,0,1,1,1,1,1,0,0,0,0,0
114,2016,10,28,2016-10-28,20:29:00,9,OK,40,0,-9,0,0,0,0,35.143970120035114,-99.43486634056487,0,0,1,1,1,1,1,0,0,0,0,0
115,2016,12,11,2016-12-11,12:07:00,3,OK,40,0,3,0,0,0,0,40.38405741419725,-97.72383603952856,0,0,1,1,1,1,1,0,0,0,0,0
116,2011,9,30,2011-09-30,09:51:00,9,OK,40,0,1,0,0,0,0,43.31147905975071,-97.95856541761697,0,0,1,1,1,1,1,0,0,0,0,0
117,2012,2,10,2012-02-10,21:52:00,3,OK,40,0,-9,0,0,0,0,41.087815749373945,-84.8612934975789,0,0,1,1,1,1,1,0,0,0,0,0
118,2010,4,5,2010-04-05,04:09:00,9,OK,40,0,0,0,0,0,0,42.4447278991602,-93.20697952294931,0,0,1,1,1,1,1,0,0,0,0,0
119,2019,1,12,2019-01-12,04:23:00,9,OK,40,0,4,0,0,0,0,28.56007262503095,-87.24062910518597,0,0,1,1,1,1,1,0,0,0,0,0
120,2016,6,2,2016-06-02,09:00:00,9,OK,40,0,3,0,0,0,0,33.27332347015145,-87.92434192314869,0,0,1,1,1,1,1,0,0,0,0,0
121,2018,6,19,2018-06-19,10:48:00,9,OK,40,0,3,0,0,0,0,36.76236247366765,-92.28344060514937,0,0,1,1,1,1,1,0,0,0,0,0
122,2022,11,17,2022-11-17,12:17:00,9,OK,40,0,0,0,0,0,0,35.07120634870625,-89.36864555515203,0,0,1,1,1,1,1,0,0,0,0,0
123,2020,9,17,2020-09-17,08:40:00,3,OK,40,0,4,0,0,0,0,31.931334200654703,-87.0972293285668,0,0,1,1,1,1,1,0,0,0,0,0
124,2013,12,5,2013-12-05,01:51:00,3,OK,40,0,1,0,0,0,0,33.233859665320395,-81.18099340243724,0,0,1,1,1,1,1,0,0,0,0,0
125,2010,6,30,2010-06-30,05:21:00,9,OK,40,0,-9,0,0,0,0,44.0723264966573,-88.48731854278037,0,0,1,1,1,1,1,0,0,0,0,0
126,2016,6,29,2016-06-29,07:30:00,9,OK,40,0,2,0,0,0,0,33.001074957812975,-87.71264976463371,0,0,1,1,1,1,1,0,0,0,0,0
127,2020,7,21,2020-07-21,00:26:00,9,OK,40,0,4,0,0,0,0,34.016369873056355,-98.64288364592448,0,0,1,1,1,1,1,0,0,0,0,0
128,2023,4,8,2023-04-08,01:15:00,3,OK,40,0,2,0,0,0,0,28.063066153750317,-80.95568370479776,0,0,1,1,1,1,1,0,0,0,0,0
129,2015,12,28,2015-12-28,03:48:00,9,OK,40,0,4,0,0,0,0,42.366319663723864,-89.43836144181228,0,0,1,1,1,1,1,0,0,0,0,0
130,2017,3,31,2017-03-31,18:17:00,3,OK,40,0,-9,0,0,0,0,30.6322919578268,-83.97453160280156,0,0,1,1,1,1,1,0,0,0,0,0
131,2019,9,4,2019-09-04,18:10:00,9,OK,40,0,2,0,0,0,0,31.470452683733342,-98.99417873705222,0,0,1,1,1,1,1,0,0,0,0,0
132,2018,1,16,2018-01-16,20:17:00,3,OK,40,0,1,0,0,0,0,32.33949679056443,-91.58179728525818,0,0,1,1,1,1,1,0,0,0,0,0
133,2014,7,4,2014-07-04,08:03:00,9,OK,40,0,4,0,0,0,0,43.038574966362326,-94.86049081694597,0,0,1,1,1,1,1,0,0,0,0,0
134,2023,7,11,2023-07-11,18:39:00,3,OK,40,0,0,0,0,0,0,31.50967399118735,-94.6604820262282,0,0,1,1,1,1,1,0,0,0,0,0
135,2014,4,2,2014-04-02,07:09:00,3,OK,40,0,4,0,0,0,0,41.55794813475498,-84.17092540078141,0,0,1,1,1,1,1,0,0,0,0,0
136,2018,10,30,2018-10-30,10:29:00,9,OK,40,0,2,0,0,0,0,41.736838785489375,-87.52266549462293,0,0,1,1,1,1,1,0,0,0,0,0
137,2023,10,1,2023-10-01,18:03:00,9,OK,40,0,0,0,0,0,0,43.75934966936873,-91.20509376314304,0,0,1,1,1,1,1,0,0,0,0,0
138,2016,1,7,2016-01-07,03:07:00,9,OK,40,0,4,0,0,0,0,29.964542331205337,-99.78828520827213,0,0,1,1,1,1,1,0,0,0,0,0
139,2013,2,8,2013-02-08,12:16:00,9,OK,40,0,2,0,0,0,0,31.693742529743133,-80.7014411410894,0,0,1,1,1,1,1,0,0,0,0,0
140,2010,1,26,2010-01-26,19:34:00,3,OK,40,0,2,0,0,0,0,40.629270965372264,-80.75953493288551,0,0,1,1,1,1,1,0,0,0,0,0
141,2014,1,28,2014-01-28,13:04:00,3,OK,40,0,3,0,0,0,0,31.332012822772562,-95.64895579439923,0,0,1,1,1,1,1,0,0,0,0,0
142,2012,8,14,2012-08-14,22:26:00,3,OK,40,0,2,0,0,0,0,32.86760229684863,-99.17307255366886,0,0,1,1,1,1,1,0,0,0,0,0
143,2015,3,29,2015-03-29,00:36:00,3,OK,40,0,3,0,0,0,0,30.834606861893164,-89.39601273976196,0,0,1,1,1,1,1,0,0,0,0,0
144,2018,1,13,2018-01-13,10:06:00,3,OK,40,0,-9,0,0,0,0,30.93584366463584,-80.97178370767185,0,0,1,1,1,1,1,0,0,0,0,0
145,2014,1,9,2014-01-09,03:32:00,3,OK,40,0,2,0,0,0,0,36.1864070286795,-81.7920830847013,0,0,1,1,1,1,1,0,0,0,0,0
146,2017,6,14,2017-06-14,06:17:00,9,OK,40,0,4,0,0,0,0,29.864612055920293,-88.30674272221206,0,0,1,1,1,1,1,0,0,0,0,0
147,2015,3,12,2015-03-12,03:55:00,3,OK,40,0,2,0,0,0,0,33.468859513881576,-93.92902298692586,0,0,1,1,1,1,1,0,0,0,0,0
148,2012,7,17,2012-07-17,06:54:00,3,OK,40,0,2,0,0,0,0,35.25209646318094,-93.40078232461607,0,0,1,1,1,1,1,0,0,0,0,0
149,2017,9,12,2017-09-12,19:53:00,3,OK,40,0,3,0,0,0,0,28.41731798090762,-82.04172897027945,0,0,1,1,1,1,1,0,0,0,0,0
150,2011,4,15,2011-04-15,02:37:00,9,OK,40,0,2,0,0,0,0,34.6016638300657,-90.16431928728846,0,0,1,1,1,1,1,0,0,0,0,0
151,2016,5,24,2016-05-24,18:55:00,3,OK,40,0,1,0,0,0,0,29.60008141345379,-97.37767542065708,0,0,1,1,1,1,1,0,0,0,0,0
152,2011,6,10,2011-06-10,18:27:00,9,OK,40,0,-9,0,0,0,0,36.390835029485004,-95.03149048052785,0,0,1,1,1,1,1,0,0,0,0,0
153,2015,2,7,2015-02-07,06:51:00,3,OK,40,0,0,0,0,0,0,42.03754920547064,-94.46410197065002,0,0,1,1,1,1,1,0,0,0,0,0
154,2014,9,17,2014-09-17,20:14:00,3,OK,40,0,4,0,0,0,0,41.91317675709038,-97.52906630136181,0,0,1,1,1,1,1,0,0,0,0,0
155,2011,8,15,2011-08-15,11:59:00,9,OK,40,0,0,0,0,0,0,29.367624764135808,-90.73911236957417,0,0,1,1,1,1,1,0,0,0,0,0
156,2016,5,11,2016-05-11,22:22:00,3,OK,40,0,3,0,0,0,0,38.220871880466845,-81.67898183450018,0,0,1,1,1,1,1,0,0,0,0,0
157,2019,8,12,2019-08-12,00:31:00,3,OK,40,0,4,0,0,0,0,42.18796849351102,-86.62434914015478,0,0,1,1,1,1,1,0,0,0,0,0
158,2010,7,27,2010-07-27,04:08:00,9,OK,40,0,-9,0,0,0,0,32.045533229888804,-98.55052151502288,0,0,1,1,1,1,1,0,0,0,0,0
159,2021,9,2,2021-09-02,13:56:00,9,OK,40,0,-9,0,0,0,0,40.952750694643186,-99.89010364381674,0,0,1,1,1,1,1,0,0,0,0,0
160,2019,5,15,2019-05-15,09:29:00,3,OK,40,0,0,0,0,0,0,43.142993889651585,-94.47504665061491,0,0,1,1,1,1,1,0,0,0,0,0
161,2021,3,13,2021-03-13,02:28:00,3,OK,40,0,3,0,0,0,0,41.70411057448755,-92.7461413041212,0,0,1,1,1,1,1,0,0,0,0,0
162,2015,3,26,2015-03-26,01:31:00,9,OK,40,0,1,0,0,0,0,29.824117535763577,-84.46500661906448,0,0,1,1,1,1,1,0,0,0,0,0
163,2017,10,31,2017-10-31,12:34:00,9,OK,40,0,-9,0,0,0,0,28.154019991880542,-80.65988952139267,0,0,1,1,1,1,1,0,0,0,0,0
164,2010,8,5,2010-08-05,15:58:00,9,OK,40,0,4,0,0,0,0,31.259309868671377,-92.24865653152912,0,0,1,1,1,1,1,0,0,0,0,0
165,2010,1,25,2010-01-25,22:17:00,9,OK,40,0,0,0,0,0,0,32.598114796092595,-86.26619940366278,0,0,1,1,1,1,1,0,0,0,0,0
166,2021,5,26,2021-05-26,01:28:00,3,OK,40,0,1,0,0,0,0,38.47511084047131,-80.10196185294073,0,0,1,1,1,1,1,0,0,0,0,0
167,2018,4,15,2018-04-15,23:47:00,3,OK,40,0,1,0,0,0,0,34.53264397911941,-85.08666832249972,0,0,1,1,1,1,1,0,0,0,0,0
